number-n 不少 数量 0.134 syn
find-v 发现 找出 0.272 syn
find-v 发现 找到 0.316 syn
find-v 发现 找 0.216 syn
find-v 发现 找到 0.316 syn
find-v 发现 找到 0.316 syn
find-v 发现 发现 1.0 poly
find-v 发现 找到 0.316 syn
find-v 发现 找 0.216 syn
find-v 发现 找到 0.316 syn
find-v 发现 找到 0.316 syn
find-v 发现 发现 1.0 poly
find-v 发现 发现 1.0 poly
find-v 发现 找到 0.316 syn
find-v 发现 找到 0.316 syn
find-v 发现 找出 0.272 syn
find-v 发现 找到 0.316 syn
find-v 找出 找出 1.0 poly
find-v 找出 找 0.09 syn
find-v 找出 找 0.09 syn
find-v 找出 找到 0.708 poly
find-v 找出 找到 0.708 poly
find-v 找出 寻找 0.713 poly
find-v 找出 找 0.09 syn
find-v 找到 找 0.449 syn
find-v 找到 找 0.449 syn
find-v 找到 找 0.449 syn
find-v 找到 找 0.449 syn
find-v 找到 找 0.449 syn
find-v 找到 找 0.449 syn
find-v 找 寻找 0.259 syn
thanks-n 谢谢 感谢 0.32 syn
thanks-n 谢谢 感谢 0.32 syn
thanks-n 谢谢 感谢 0.32 syn
mean-v 等于 意味 0.373 syn
mean-v 等于 意味 0.373 syn
mean-v 意味 意味 1.0 poly
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 意思 1.0 poly
mean-v 意思 意思 1.0 poly
mean-v 意思 意思 1.0 poly
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 意思 1.0 poly
mean-v 意思 意思 1.0 poly
mean-v 意思 意思 1.0 poly
mean-v 意思 意思 1.0 poly
mean-v 意思 意思 1.0 poly
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 意思 指 0.337 syn
mean-v 指 指 1.0 poly
mean-v 指 指 1.0 poly
stay-v 保持 呆 0.182 syn
stay-v 停留 待 0.195 syn
stay-v 待 歇 0.205 syn
return-v 恢复 回到 0.419 syn
return-v 归还 回来 0.051 syn
return-v 回复 回到 0.304 syn
learn-v 深远 学习 0.019 syn
learn-v 学到 学习 0.569 syn
learn-v 了解 来看 0.306 syn
learn-v 了解 得知 0.405 syn
learn-v 了解 学习 0.383 syn
learn-v 了解 得知 0.405 syn
learn-v 了解 得知 0.405 syn
learn-v 学会 学习 0.313 syn
learn-v 来看 得知 0.321 syn
learn-v 学习 得知 0.068 syn
fear-n 担心 极度 0.482 syn
promise-v 答应 承诺 0.26 syn
stand-v 站到 独挡一面 0.404 syn
stop-v 说话 停 0.35 syn
stop-v 停止 心里话 -0.06 syn
stop-v 停止 阻止 0.523 syn
stop-v 去往 停 0.412 syn
stop-v 阻止 停 0.246 syn
stop-v 阻止 停 0.246 syn
stop-v 停 停 1.0 poly
stop-v 停 心里话 0.216 syn
side-n 边 双方 0.026 syn
side-n 这边 方面 0.109 syn
matter-n 评说 完完全全 0.427 syn
save-v 救 拯救 0.491 syn
push-v 推动 争取 0.446 syn
permission-n 批准 擅自 0.46 syn
death-n 死刑 死 0.111 syn
set-v 设置 成立 0.213 syn
let-v 咱们 让 0.352 syn
let-v 咱们 让 0.352 syn
let-v 咱们 让 0.352 syn
let-v 咱们 让 0.352 syn
let-v 咱们 让 0.352 syn
let-v 咱们 一起 0.38 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 放过 0.459 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 放过 0.459 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 放过 0.459 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 让 放过 0.459 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 放过 0.459 syn
let-v 让 一起 0.46 syn
let-v 让 一起 0.46 syn
let-v 让 一下 0.454 syn
let-v 当面 一起 0.328 syn
let-v 放过 一起 0.114 syn
let-v 放过 一下 0.218 syn
let-v 一起 一下 0.492 syn
let-v 一起 一下 0.492 syn
let-v 一起 一下 0.492 syn
let-v 一起 一下 0.492 syn
let-v 一起 一下 0.492 syn
let-v 一起 一下 0.492 syn
let-v 一起 一下 0.492 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 改观 -0.003 syn
change-v 转 改变 0.146 syn
change-v 转 变 0.336 syn
change-v 转 改观 -0.003 syn
change-v 转 改变 0.146 syn
change-v 转 变 0.336 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 幡然悔悟 0.138 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 改观 -0.003 syn
change-v 转 改变 0.146 syn
change-v 转 变 0.336 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 修改 0.139 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 幡然悔悟 0.138 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 幡然悔悟 0.138 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 修改 0.139 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 改观 -0.003 syn
change-v 转 改变 0.146 syn
change-v 转 变 0.336 syn
change-v 转 幡然悔悟 0.138 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 改观 -0.003 syn
change-v 转 改变 0.146 syn
change-v 转 变 0.336 syn
change-v 转 改观 -0.003 syn
change-v 转 改变 0.146 syn
change-v 转 变 0.336 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 幡然悔悟 0.138 syn
change-v 转 变化 0.001 syn
change-v 转 改变 0.146 syn
change-v 转 改观 -0.003 syn
change-v 转 改变 0.146 syn
change-v 转 变 0.336 syn
change-v 幡然悔悟 变化 0.107 syn
change-v 幡然悔悟 改变 0.142 syn
change-v 变换 变化 0.394 syn
change-v 变换 改变 0.495 syn
change-v 修改 变化 0.219 syn
change-v 修改 改变 0.461 syn
change-v 几经 变化 0.137 syn
change-v 几经 改变 0.083 syn
change-v 改观 变化 0.5 syn
change-v 改观 改变 0.421 syn
change-v 变化 改变 0.396 syn
change-v 变化 改变 0.396 syn
change-v 变化 改变 0.396 syn
change-v 变化 改变 0.396 syn
change-v 变化 改变 0.396 syn
change-v 变化 改变 0.396 syn
change-v 变化 变 0.268 syn
change-v 变化 改变 0.396 syn
change-v 变化 改变 0.396 syn
change-v 改变 变 0.415 syn
change-v 改变 变 0.415 syn
change-v 改变 变 0.415 syn
question-n 问题 问题 1.0 poly
question-n 问题 问题 1.0 poly
question-n 问题 疑问 0.234 syn
question-n 问题 问题 1.0 poly
question-n 问题 问题 1.0 poly
question-n 问题 问题 1.0 poly
question-n 问题 疑问 0.234 syn
question-n 问题 疑问 0.234 syn
question-n 问题 问题 1.0 poly
question-n 问题 疑问 0.234 syn
question-n 问题 问题 1.0 poly
question-n 问题 问题 1.0 poly
question-n 问题 问题 1.0 poly
question-n 问题 问题 1.0 poly
question-n 问题 疑问 0.234 syn
question-v 询问 带进 0.127 syn
interview-n 访谈录 采访 0.45 syn
interview-n 面谈 采访 0.324 syn
interview-n 采访 采访 1.0 poly
focus-v 为主 关注 -0.012 syn
focus-v 集中 关注 0.192 syn
sell-v 卖 出卖 0.302 syn
add-v 制剂 消沉 0.088 syn
add-v 插 补充 0.091 syn
add-v 消沉 加进 0.009 syn
add-v 加进 配上 0.348 syn
start-v 一开始 开始 0.183 syn
start-v 一开始 起 0.017 syn
start-v 一开始 开始 0.183 syn
start-v 一开始 开始 0.183 syn
start-v 一开始 开始 0.183 syn
start-v 一开始 开始 0.183 syn
start-v 一开始 开始 0.183 syn
start-v 一开始 开始 0.183 syn
start-v 一开始 开始 0.183 syn
start-v 一开始 开始 0.183 syn
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 动工 0.432 syn
start-v 开始 开始 1.0 poly
start-v 开始 开始 1.0 poly
start-v 开始 起 0.544 syn
start-v 开始 开始 1.0 poly
start-v 开始 起 0.544 syn
start-v 开始 起 0.544 syn
imagine-v 想到 想象 0.575 syn
imagine-v 想象 想像 0.876 poly
imagine-v 想象 想像 0.876 poly
law-n 法律 法律 1.0 poly
law-n 法律 法律 1.0 poly
fight-v 斗争 打架 0.13 syn
fight-v 斗争 打 0.039 syn
fight-v 斗争 还手 0.064 syn
fight-v 打 作战 -0.006 syn
fight-v 打 对抗 0.113 syn
fight-v 打 打架 0.513 syn
fight-v 打 打架 0.513 syn
fight-v 打 作战 -0.006 syn
fight-v 打 作战 -0.006 syn
fight-v 作战 打架 0.108 syn
fight-v 打架 对抗 0.234 syn
fight-v 奋力 还手 0.268 syn
fight-v 对抗 一面 0.316 syn
reason-n 原因 理由 0.497 syn
reason-n 原因 理由 0.497 syn
reason-n 原因 理由 0.497 syn
investigate-v 查 调查 0.26 syn
campaign-n 竞选 竞选 1.0 poly
criticize-v 批 批评 -0.083 syn
criticize-v 批 批评 -0.083 syn
criticize-v 批 批评 -0.083 syn
criticize-v 屋子 批评 0.112 syn
concern-n 忧患 忧虑 0.174 syn
concern-v 关于 条例 0.233 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 早 0.121 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 认识 知道 0.197 syn
know-v 早 知道 0.418 syn
know-v 早 知道 0.418 syn
know-v 早 知道 0.418 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知 0.606 syn
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
know-v 知道 知道 1.0 poly
